Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
,,124.0,,45.0,None,False,Oil Heating,False,False,2022-01-16,White,Roman,False,Excellent,Good,Poor,Good,3.0,3.39,196.8,Wood 6R8,312.16758
2.0,,120.0,,38.0,Good,False,Oil Heating,False,False,2020-07-21,White,,False,Good,Good,Good,Poor,15.0,3.4,,Steel GFQOY5H,389.60008
2.0,5.0,144.0,Urban,,None,False,Oil Heating,False,True,2020-03-26,,Sabrina,False,Poor,Poor,Good,Good,3.0,2.98,232.0,Aluminum 5LFJS0F Window,231.11447
1.0,1.0,56.0,Rural,40.0,Excellent,,Gas,False,True,2023-01-24,Green,Johanna,False,Excellent,Excellent,Excellent,Poor,47.0,1.54,56.0,Aluminum FQAGS94 Window,307.51974
1.0,1.0,35.0,Suburbann,41.0,Excellent,False,Oil Heating,False,False,2021-02-02,Green,Lukas,False,Good,Excellent,Excellent,Poor,47.0,2.57,,Steel JLE11,147.66195
,1.0,43.0,Rural,53.0,Good,False,Oil,True,False,2021-02-25,Yellow,Florian,False,Good,Excellent,Good,Good,15.0,2.82,,JJUBW Steel 2PK Window,273.43714
3.0,,114.0,,22.0,Good,False,Oil Heating,True,False,2021-05-11,Green,Roman,False,Good,Good,Excellent,Poor,15.0,2.14,180.8,Steel 815J Window,8178.925799999999
1.0,1.0,36.0,Urban,52.0,None,True,Gas,True,True,2024-03-21,Yellow,,False,Good,Excellent,Excellent,Excellent,3.0,1.31,,QBBZ Wood QPDX0Q8,150.16786
,,86.0,Rural,48.0,None,False,Gas,False,True,2023-06-03,Green,Florian,False,Excellent,Excellent,Good,Good,3.0,1.78,,Wood 0FV4N,272.69878
,1.0,109.0,Rural,,None,False,Oil Heating,False,True,2020-06-24,Green,Natalie,False,Good,Good,Excellent,Good,3.0,1.81,171.2,Aluminum FZ9IHF Window,246.9879
1.0,1.0,52.0,,,None,,Electricity,True,True,2024-03-26,Gray,Roman,False,Poor,Good,Excellent,Poor,3.0,1.45,31.8,Aluminum 6QNN,75.33365
3.0,1.0,121.0,Rural,50.0,Poor,,Gas,False,False,2023-09-19,Gray,Sabrina,False,Good,Good,Good,Good,11.0,2.94,,VBDH Aluminum 3Z1 Window,234.39188
,2.0,90.0,Rural,62.0,Poor,False,Electricity,False,True,2023-10-21,Gray,Sabrina,False,Excellent,Good,Good,Good,11.0,2.08,,XSFTJ Wood R04 Window,278.67172
2.0,3.0,115.0,Rural,24.0,None,True,Electricity,True,True,2023-10-11,Gray,Daniel,False,Good,Excellent,Excellent,Poor,3.0,1.82,69.6,7S8VB5 Steel GEXX,394.71507
1.0,3.0,101.0,,46.0,Excellent,False,Electricity,False,False,2020-04-15,Yellow,Denis,False,Good,Excellent,Poor,Good,47.0,3.02,61.2,Wood 8MEHF0I Window,138.52088
2.0,2.0,99.0,,65.0,Poor,False,Electricity,False,True,2020-06-21,Green,Sabrina,False,Good,Excellent,Good,Good,11.0,2.13,,Wood 98NJFV,263.97545
,3.0,109.0,Suburbann,55.0,Excellent,False,Gas,False,True,2023-08-07,Green,Florian,False,Poor,Good,Poor,Excellent,47.0,3.01,110.0,QL73 Wood VVAVW,198.31126
1.0,1.0,26.0,Urban,46.0,None,,Electricity,False,True,2021-07-13,Yellow,Denis,False,Good,Poor,Excellent,Good,3.0,4.2,15.6,Wood 35DS Window,99.31774
,,104.0,Rural,41.0,None,,Oil,False,True,2022-05-09,Green,Maria,False,Good,Good,Poor,Poor,3.0,3.35,168.0,Wood 4TU,326.62386
3.0,2.0,123.0,,22.0,None,False,Oil Heating,False,True,2022-04-08,White,Theresa,False,Good,Good,Good,Excellent,3.0,2.64,,FBP Wood B21Z Window,405.40472
1.0,,82.0,Suburban,58.0,None,False,Electricity,True,True,2021-05-09,White,,False,Poor,Excellent,Good,Poor,3.0,2.18,49.8,0J9XWYK Wood G809L Window,91.15398
1.0,2.0,124.0,Suburbann,27.0,None,False,Electricity,True,False,2024-01-04,Green,Sabrina,False,Good,Poor,Good,Excellent,3.0,1.66,,Steel WU0QZ Window,137.42947
1.0,1.0,23.0,,53.0,None,,Oil Heating,True,False,2022-02-03,Green,Sabrina,False,Good,Good,Good,Excellent,3.0,3.33,,Steel 00UG Window,208.83593
,1.0,75.0,Rural,24.0,None,False,Gas,False,True,2023-04-04,White,Theresa,False,Good,Good,Excellent,Excellent,3.0,1.45,,Wood 7WP,257.74569
4.0,,143.0,,24.0,None,False,Gas,True,False,2020-07-19,Yellow,Natalie,False,Good,Good,Good,Excellent,3.0,4.12,142.0,8I0 Wood 0V4903 Window,319.88266
4.0,,132.0,Suburbann,57.0,None,False,Gas,True,True,2023-07-24,Yellow,Stefan,False,Good,Excellent,Excellent,Poor,3.0,1.4,131.0,9LP Aluminum YMX15Q Window,137.19194
,1.0,58.0,Rural,46.0,None,True,Electricity,False,True,2023-11-05,Yellow,Maria,False,Poor,Poor,Good,Good,3.0,4.34,35.4,Aluminum KSVCB,98.31537
3.0,3.0,103.0,,39.0,Good,False,Oil,False,True,2023-02-09,White,Andreas,False,Excellent,Excellent,Good,Poor,15.0,2.44,,ZVP Aluminum C5V6XJ Window,345.0763
1.0,1.0,21.0,,36.0,None,False,Electricity,True,True,2020-02-26,Yellow,Maria,False,Good,Excellent,Good,Good,3.0,3.48,,Wood 72YJAN,66.09947
1.0,1.0,65.0,Suburban,25.0,Good,False,Electric,True,False,2023-07-26,White,Lukas,False,Good,Poor,Poor,Excellent,15.0,3.18,,Steel 83B9 Window,120.53502
1.0,1.0,43.0,Suburbann,,Excellent,,Oil Heating,True,True,2020-08-31,,Florian,False,Poor,Good,Good,Poor,47.0,2.41,68.8,Wood RSHRBN,140.77936
3.0,3.0,101.0,Suburban,47.0,Good,False,Oil,True,True,2022-02-24,Green,Sabrina,False,Poor,Good,Good,Poor,15.0,1.81,161.6,Aluminum 6EIIG,136.77326
1.0,,111.0,Rural,65.0,Excellent,False,Gas,False,False,2020-10-19,Green,Daniel,False,Poor,Poor,Excellent,Excellent,47.0,3.5,,Aluminum QH0DM0 Window,303.70156
,1.0,113.0,Rural,,None,False,Gas,True,True,2020-06-02,Green,Natalie,False,Poor,Excellent,Excellent,Excellent,3.0,1.56,,AFX1W11 Steel 2JO Window,355.21934
3.0,2.0,127.0,,2.0,Excellent,False,Oil Heating,True,False,2021-02-16,White,Stefan,False,Good,Good,Excellent,Good,47.0,2.87,,Steel TDS,229.22847
2.0,2.0,93.0,Rural,12.0,Excellent,False,Gas,True,False,2021-12-13,,Theresa,False,Good,Poor,Good,Excellent,47.0,2.88,94.0,2IZ Aluminum RQG3T4,319.16683
,1.0,46.0,Rural,,None,False,Gas,True,False,2021-04-11,Green,Martin,False,Excellent,Excellent,Good,Excellent,3.0,1.63,,M47 Aluminum MGAJ Window,111.39185
,1.0,54.0,Urban,17.0,Good,False,Gas,False,True,2024-03-16,White,Stefan,False,Poor,Excellent,Excellent,Excellent,15.0,3.03,53.0,456ZE Aluminum MLO2LD,146.72222
2.0,2.0,77.0,Urban,56.0,Poor,True,Oil,False,True,2020-09-24,Green,Roman,False,Excellent,Excellent,Excellent,Excellent,11.0,1.73,,Aluminum AOT2,183.19208
5.0,1.0,147.0,Suburbann,45.0,None,False,Electric,False,True,2022-04-21,Yellow,Daniel,False,Excellent,Good,Poor,Good,3.0,3.12,,6M3H47 Wood FNNC Window,138.288
3.0,3.0,145.0,Urban,47.0,None,False,Oil Heating,False,True,2024-03-14,Gray,Theresa,False,Good,Excellent,Good,Good,3.0,1.16,233.6,O3XITM Aluminum X7Q7MN,279.28992
,1.0,39.0,,33.0,None,False,Oil,False,False,2022-12-02,Yellow,,False,Good,Good,Excellent,Excellent,3.0,4.8,,BA8YHZE Aluminum FQ98,117.09093
,2.0,104.0,,,None,False,Oil Heating,False,True,2022-05-23,Green,Daniel,False,Good,Good,Excellent,Good,3.0,2.97,,3RSR4 Wood C34FXKM Window,224.46804
1.0,1.0,142.0,Suburban,27.0,None,False,Gas,False,True,2022-04-13,Green,Andreas,False,Good,Good,Excellent,Good,3.0,3.04,,UWGSTP6 Steel HJU,181.28188
1.0,1.0,27.0,Suburbann,71.0,Excellent,,Electric,True,True,2020-06-02,Gray,Daniel,False,Poor,Good,Excellent,Poor,47.0,1.39,,Wood P4EYMJ9 Window,122.47363
,1.0,29.0,Suburban,64.0,None,,Oil Heating,False,True,2021-07-25,Green,Stefan,False,Good,Good,Excellent,Poor,3.0,2.96,,M600 Aluminum K2GVQ Window,39.26743
,1.0,47.0,Rural,29.0,None,False,Gas,False,True,2021-07-04,Green,Roman,False,Good,Good,Good,Good,3.0,2.86,,Steel 9V9XVD,5145.3906
,1.0,134.0,Rural,63.0,Good,False,Oil,False,False,2020-09-23,Green,Roman,False,Poor,Good,Good,Excellent,15.0,2.51,216.0,6FOFK1 Wood WRO0P Window,345.42857
1.0,,80.0,Rural,10.0,Poor,False,Oil,False,False,2021-04-10,,,False,Poor,Excellent,Excellent,Excellent,11.0,2.13,128.0,Aluminum MDK5 Window,212.62163
1.0,,24.0,,46.0,Poor,True,Oil,False,True,2022-08-18,,,False,Poor,Good,Good,Good,11.0,2.43,,Steel Y8VPF Window,180.99346
2.0,1.0,68.0,Suburbann,47.0,None,,Gas,True,True,2021-04-20,Green,,False,Good,Good,Good,Excellent,3.0,3.16,67.0,N0TH2M Steel GPL994,132.90501
,1.0,96.0,,47.0,None,,Oil Heating,False,False,2020-12-16,,Andreas,False,Excellent,Excellent,Good,Poor,3.0,1.78,153.6,0L5AZ Steel F856MSO,136.13282
4.0,,138.0,,71.0,None,False,Electricity,False,True,2022-12-31,Gray,,False,Excellent,Good,Poor,Excellent,3.0,3.04,82.8,Wood 4HT Window,142.83666
1.0,3.0,118.0,Rural,28.0,None,False,Gas,False,False,2020-10-03,Gray,Sandra,False,Good,Good,Excellent,Poor,3.0,1.95,,CI3WE Aluminum OEG Window,196.60306
,,44.0,Suburbann,46.0,None,False,Oil Heating,False,True,2022-07-25,Green,Florian,False,Good,Excellent,Poor,Good,3.0,2.24,68.8,BV3R Wood HL99LN3 Window,85.44148
1.0,2.0,126.0,Urban,50.0,None,,Electricity,False,True,2024-02-18,,Florian,False,Excellent,Good,Good,Good,3.0,1.31,75.0,Wood 1UKVD,210.41377
1.0,3.0,117.0,,64.0,None,,Electricity,False,True,2023-01-17,,Theresa,False,Good,Good,Poor,Excellent,3.0,2.24,,Steel SUH Window,342.00317
,,52.0,Rural,56.0,Good,False,Oil,True,False,2021-10-30,White,Florian,False,Excellent,Poor,Excellent,Good,15.0,1.98,81.6,4BUX Steel Z9X21W,292.5919
,2.0,103.0,Rural,54.0,None,True,Electric,True,False,2021-08-14,Green,Sandra,False,Good,Good,Good,Excellent,3.0,3.33,,Steel KMK95,275.76972
2.0,,147.0,,41.0,Good,,Gas,True,True,2020-10-08,Yellow,Denis,False,Good,Excellent,Poor,Excellent,15.0,3.05,,Wood UU9,186.30145
,,26.0,Suburban,49.0,Excellent,True,Oil Heating,False,True,2020-04-07,,Sandra,False,Good,Excellent,Good,Excellent,47.0,1.26,44.8,Aluminum SFM6AG,108.04775
4.0,1.0,131.0,,39.0,Poor,,Electric,True,False,2024-03-11,Gray,Denis,False,Good,Excellent,Good,Good,11.0,2.04,79.2,RH4KGM Aluminum 2HDRRR Window,105.05057
,,27.0,,71.0,None,False,Electric,False,True,2021-11-14,White,Theresa,False,Good,Excellent,Poor,Poor,3.0,2.53,,Steel T1FPXN,139.88233
1.0,3.0,119.0,Suburban,33.0,None,,Electricity,False,True,2022-09-13,Green,Maria,False,Poor,Excellent,Good,Good,3.0,2.55,71.4,YDVAIW Aluminum RK8Q4 Window,89.51207
,2.0,122.0,Rural,62.0,None,,Oil Heating,True,True,2020-06-04,Green,Johanna,False,Good,Good,Excellent,Good,3.0,2.73,,Aluminum VJLNLYV,309.78015
1.0,1.0,54.0,Urban,71.0,None,False,Electric,True,False,2021-02-24,Yellow,,False,Good,Excellent,Poor,Good,3.0,1.51,33.0,Wood 4RM7 Window,106.62002
1.0,1.0,73.0,Urban,23.0,Good,False,Oil,False,True,2023-10-29,Gray,Daniel,False,Good,Poor,Good,Good,15.0,2.32,118.4,Wood ONUI7,4623.0408
1.0,2.0,69.0,Urban,36.0,Poor,,Electricity,False,True,2023-10-10,Green,Lukas,False,Excellent,Good,Good,Good,11.0,3.04,41.4,IGER8 Aluminum TD8,127.11293
2.0,2.0,128.0,Urban,37.0,None,,Oil,False,True,2020-10-13,Gray,Sabrina,False,Excellent,Poor,Excellent,Good,3.0,1.8,204.8,Wood QO72 Window,274.52481
1.0,1.0,26.0,Rural,37.0,Good,False,Electricity,True,True,2022-08-25,White,Denis,False,Poor,Good,Excellent,Poor,15.0,3.01,,Steel GOTXV,275.74051
2.0,1.0,119.0,Urban,58.0,None,False,Oil Heating,False,False,2024-02-05,Green,Roman,False,Poor,Good,Excellent,Good,3.0,2.38,,38L89MH Aluminum IQ9,176.5724
2.0,3.0,117.0,Urban,17.0,None,False,Gas,False,True,2022-06-12,Gray,Maria,False,Poor,Poor,Poor,Poor,3.0,1.79,,Aluminum TUE Window,157.40088
2.0,,68.0,Rural,42.0,None,False,Gas,True,True,2022-03-23,White,Theresa,False,Good,Good,Good,Poor,3.0,3.3,,Wood 74CSN,234.46763
,1.0,137.0,Suburban,,Excellent,False,Oil Heating,False,True,2023-01-04,Gray,Denis,False,Excellent,Poor,Poor,Poor,47.0,1.01,220.8,Aluminum BDD0TX,206.00754
,,117.0,,53.0,None,,Gas,True,True,2022-11-25,Green,Natalie,False,Good,Good,Excellent,Good,3.0,3.06,,9YJIS Wood G2Q,341.03125
1.0,3.0,119.0,Rural,36.0,None,,Electricity,True,True,2023-01-10,White,Maria,False,Excellent,Excellent,Good,Excellent,3.0,1.6,,JPTANK Steel BOX8D,395.85461
1.0,,34.0,Suburban,28.0,None,False,Gas,False,True,2023-02-14,Yellow,Laura,False,Poor,Excellent,Poor,Good,3.0,1.89,33.0,2B17 Wood JS8,69.92674
4.0,,140.0,Suburbann,19.0,Poor,False,Gas,True,True,2023-02-17,White,,False,Poor,Excellent,Good,Good,11.0,2.25,142.0,UHGJ6 Steel O8DO4W Window,213.97748
,1.0,67.0,,58.0,None,True,Gas,False,True,2024-01-24,White,Andreas,False,Good,Poor,Poor,Excellent,3.0,3.9,67.0,Wood JCG7 Window,156.06247
,2.0,105.0,Suburbann,41.0,Good,True,Electric,False,True,2023-03-31,Gray,Martin,False,Poor,Excellent,Good,Excellent,15.0,2.42,,K03WHW2 Aluminum 8DBRYG9,107.71231
1.0,,55.0,,34.0,None,False,Oil Heating,False,True,2023-07-28,White,,False,Good,Poor,Poor,Excellent,3.0,3.46,,Steel DZME Window,300.79392
2.0,2.0,70.0,Urban,38.0,Good,False,Gas,True,True,2023-07-31,White,Florian,False,Excellent,Excellent,Good,Excellent,15.0,2.39,,9GOVV Wood A9HI9 Window,239.22947
3.0,1.0,110.0,Rural,55.0,Poor,False,Electricity,True,True,2021-02-26,Green,Johanna,False,Poor,Good,Excellent,Good,11.0,2.13,66.0,Wood 1BQ,294.66155
,,63.0,Urban,26.0,None,False,Electricity,False,True,2021-11-16,Green,Lukas,False,Excellent,Good,Good,Good,3.0,3.14,,Aluminum S8BPZ0 Window,94.06429
2.0,2.0,61.0,Suburbann,,None,False,Gas,False,True,2020-04-24,Green,Florian,False,Good,Poor,Excellent,Poor,3.0,2.81,,KVABH3M Steel EIO8,110.22196
1.0,1.0,22.0,,33.0,Poor,,Gas,False,False,2020-08-16,White,Denis,False,Poor,Poor,Excellent,Excellent,11.0,2.19,23.0,AA8L Aluminum 72N1H,85.80685
1.0,2.0,113.0,Suburbann,24.0,None,False,Electric,False,False,2020-07-30,White,,False,Poor,Good,Poor,Poor,3.0,2.31,67.8,Aluminum PCPK9E Window,58.81294
,1.0,31.0,,51.0,None,False,Oil,False,True,2020-06-10,Green,Lukas,False,Good,Good,Excellent,Excellent,3.0,2.53,49.6,Steel X0WLKZ Window,176.30204
2.0,1.0,8399.0,Suburban,71.0,Good,False,Oil Heating,False,False,2021-05-06,Yellow,Sandra,False,Poor,Excellent,Good,Good,15.0,1.97,,Steel 9XCIO Window,161.27471
1.0,3.0,128.0,Suburban,50.0,None,False,Electricity,False,True,2022-10-15,White,Daniel,False,Good,Poor,Excellent,Good,3.0,1.75,,Aluminum NY6M7NC,90.59863
,3.0,102.0,,66.0,None,False,Oil Heating,True,True,2022-12-26,,Laura,False,Poor,Excellent,Poor,Good,3.0,4.13,,Steel HPEHILH Window,423.62183
1.0,3.0,146.0,Urban,48.0,Excellent,True,Oil Heating,False,False,2022-03-11,Gray,Sandra,False,Good,Good,Good,Good,47.0,1.88,,8KFM Steel 4SKX,389.37837
2.0,1.0,106.0,,48.0,Poor,False,Gas,False,False,2020-08-28,Gray,Johanna,False,Excellent,Excellent,Good,Poor,11.0,1.18,106.0,Steel 813Y828 Window,313.89972
5.0,1.0,131.0,,25.0,None,False,Electric,True,True,2022-07-10,Yellow,Sabrina,False,Poor,Poor,Good,Excellent,3.0,3.6,,Steel GEG Window,168.09572
1.0,1.0,51.0,Rural,71.0,Good,False,Electricity,True,True,2021-10-10,Yellow,Sabrina,False,Good,Poor,Good,Good,15.0,2.22,29.4,Aluminum 0JP9WQC Window,143.42319
2.0,1.0,82.0,Urban,-46.0,None,True,Oil,False,True,2022-06-05,Gray,,False,Good,Good,Good,Good,3.0,1.47,134.4,9IO8NM Steel ZE51,254.57052
1.0,3.0,113.0,Urban,53.0,None,False,Oil Heating,False,True,2021-04-02,Gray,Denis,False,Good,Good,Excellent,Poor,3.0,1.25,182.4,Wood 7PWLLOG,247.33451
,2.0,117.0,Urban,26.0,Good,False,Oil Heating,False,True,2020-03-30,Green,Theresa,False,Good,Good,Poor,Excellent,15.0,2.71,188.8,Aluminum 52W Window,242.53937
,2.0,140.0,Urban,27.0,None,True,Oil Heating,True,False,2020-07-25,,Daniel,False,Poor,Excellent,Good,Poor,3.0,1.31,,GXSQ1O0 Wood CJY0K Window,242.54964
1.0,1.0,41.0,,28.0,None,,Electricity,False,True,2023-11-17,White,Andreas,False,Good,Excellent,Excellent,Good,3.0,1.62,,H5WFJD Aluminum 5JVC Window,115.71906
,1.0,40.0,,7.0,None,False,Gas,True,False,2020-10-31,Green,,False,Good,Excellent,Good,Excellent,3.0,2.28,41.0,SUJS Wood 21JSC,126.94445
1.0,1.0,48.0,Suburbann,32.0,Good,False,Electricity,False,True,2021-11-18,Green,Lukas,False,Good,Good,Good,Good,15.0,2.16,28.2,4QNWN Aluminum I65,63.46353
5.0,2.0,144.0,,45.0,None,False,Gas,True,False,2023-11-29,Green,Daniel,False,Good,Excellent,Good,Good,3.0,2.46,144.0,Wood JFO79RV,146.69667
1.0,1.0,37.0,Suburban,37.0,None,False,Oil Heating,False,False,2023-03-08,Gray,,False,Excellent,Good,Excellent,Good,3.0,1.92,59.2,Aluminum 6WP,48.88071
2.0,,98.0,Rural,44.0,None,,Oil,False,True,2024-02-21,Green,Florian,False,Poor,Excellent,Good,Excellent,3.0,2.56,,Aluminum 7ZQ1AE Window,269.71692
1.0,1.0,30.0,,58.0,None,False,Oil,False,False,2021-10-14,Yellow,Lukas,False,Good,Poor,Good,Poor,3.0,2.89,48.0,Aluminum DSXFZ5Y,27.32937
1.0,,34.0,Urban,22.0,None,False,Oil,False,False,2022-07-10,Gray,Natalie,False,Excellent,Good,Excellent,Good,3.0,1.05,52.8,Steel XYJV Window,164.10435
1.0,1.0,51.0,Urban,49.0,Good,,Oil Heating,True,True,2021-06-01,Gray,Martin,False,Excellent,Excellent,Good,Excellent,15.0,1.63,,C9I Steel AW0,259.62761
1.0,1.0,40.0,,48.0,None,False,Gas,False,True,2022-04-09,White,Daniel,False,Excellent,Excellent,Excellent,Excellent,3.0,3.14,,UK93A Steel HLR6J,277.36464
,2.0,101.0,Suburban,20.0,None,False,Oil,True,False,2021-02-03,Yellow,Laura,False,Good,Good,Poor,Good,3.0,2.95,160.0,PP9WUL Steel HY9EK,143.36243
2.0,2.0,146.0,Suburbann,64.0,Poor,,Oil,True,True,2020-11-24,White,Martin,False,Poor,Excellent,Excellent,Excellent,11.0,3.52,235.2,DD9NIV Steel ZXEN Window,229.08732
,1.0,90.0,,0.0,,,Electricity,True,False,2020-05-17,Gray,Stefan,False,Good,Excellent,Good,Good,15.0,2.14,54.0,6RDKB Wood 4DPBR2Y,178.13239
,2.0,75.0,Rural,70.0,None,False,Oil Heating,False,False,2024-02-29,Yellow,,False,Poor,Good,Poor,Good,3.0,2.27,,C7T03 Steel O11R,280.40986
,2.0,144.0,Urban,71.0,None,,Electric,False,True,2023-12-10,,Maria,False,Good,Good,Excellent,Good,3.0,2.61,,9HM26NJ Wood FDY,232.27223
1.0,1.0,49.0,Rural,58.0,None,False,Gas,False,False,2021-06-25,White,Maria,False,Good,Good,Poor,Excellent,3.0,1.59,49.0,Steel 50IMF0,207.69382
1.0,1.0,41.0,Rural,61.0,None,False,Oil,True,True,2020-10-28,Green,Martin,False,Poor,Poor,Good,Poor,3.0,2.14,67.2,Aluminum 2BGA Window,105.04267
3.0,3.0,128.0,Urban,44.0,None,False,Oil,False,False,2022-05-01,Gray,Sabrina,False,Excellent,Poor,Poor,Good,3.0,1.82,203.2,0IK Steel 14RG5T Window,276.3105
1.0,,21.0,Rural,28.0,None,False,Electricity,True,True,2023-04-01,White,Denis,False,Good,Poor,Excellent,Excellent,3.0,2.63,12.0,Steel Y5V963 Window,242.60088
4.0,3.0,148.0,Rural,,Good,False,Oil,False,True,2023-03-13,Gray,Theresa,False,Poor,Good,Excellent,Good,15.0,2.35,,Wood S31X9,491.64489
2.0,1.0,88.0,Suburbann,45.0,None,False,Gas,True,False,2020-11-27,Yellow,,False,Poor,Good,Good,Good,3.0,1.44,88.0,Wood F43J3G Window,91.22109
,2.0,92.0,,,Excellent,False,Oil,True,True,2020-09-09,White,Sandra,False,Good,Good,Poor,Poor,47.0,3.85,148.8,SS9R Aluminum LAC8 Window,5312.295800000001
,3.0,134.0,Urban,64.0,None,False,Gas,False,True,2024-01-09,Gray,Andreas,False,Good,Excellent,Good,Excellent,3.0,2.03,,Aluminum LABE0 Window,207.06688
2.0,4.0,134.0,Rural,57.0,,,Oil Heating,False,False,2023-01-07,Yellow,Lukas,False,Good,Good,Excellent,Good,3.0,3.13,216.0,R1R3LD Aluminum 96S3K Window,293.87947
,2.0,73.0,Rural,44.0,None,,Gas,False,False,2020-11-20,White,Andreas,False,Good,Good,Good,Excellent,3.0,1.57,,8SD Aluminum E23KI8C Window,136.83399
1.0,2.0,73.0,Urban,10.0,Excellent,False,Electric,False,True,2023-10-22,Gray,Roman,False,Good,Good,Good,Poor,47.0,3.05,44.4,Steel 33VVA65,329.76992
1.0,,67.0,Suburbann,31.0,None,False,Electric,True,True,2023-06-14,Green,Natalie,False,Good,Good,Good,Good,3.0,2.53,,Aluminum TI0RWMQ Window,63.98889
,1.0,73.0,Rural,47.0,None,,Gas,False,True,2022-09-27,White,Martin,False,Good,Good,Good,Excellent,3.0,2.27,,Wood OXR,239.32708
,1.0,71.0,,67.0,None,False,Oil,False,False,2023-04-17,White,,False,Good,Good,Poor,Good,3.0,3.0,113.6,4HSD Aluminum TV7,106.41013
1.0,1.0,125.0,Urban,43.0,None,,Gas,True,True,2020-02-14,White,Stefan,False,Good,Excellent,Poor,Good,3.0,3.01,124.0,Steel 31FT25O,267.75636
2.0,2.0,145.0,Rural,63.0,Good,False,Oil Heating,False,True,2023-03-30,White,,False,Excellent,Excellent,Excellent,Good,15.0,3.47,,Aluminum YLA Window,423.00242
2.0,2.0,83.0,Urban,29.0,None,False,Oil,True,True,2024-01-21,White,Martin,False,Good,Good,Good,Good,3.0,2.62,134.4,1OZ Aluminum MEIJNWK Window,184.04562
,1.0,144.0,,62.0,None,False,Electricity,True,False,2020-11-20,Gray,Martin,False,Poor,Poor,Excellent,Excellent,3.0,2.63,86.4,Aluminum OZVUQH Window,81.46268
5.0,3.0,138.0,Rural,41.0,Good,,Gas,False,False,2024-02-08,,Theresa,False,Excellent,Good,Excellent,Excellent,15.0,2.85,137.0,Wood BGFB,383.19602
,,138.0,Rural,31.0,None,False,Oil,False,False,2021-07-11,Yellow,Theresa,False,Good,Good,Excellent,Good,3.0,4.53,,9A343SZ Wood FMA3ND Window,346.68567
2.0,1.0,95.0,,67.0,None,False,Gas,False,True,2021-11-17,White,Sandra,False,Good,Excellent,Good,Poor,3.0,3.4,95.0,Wood 0Y1 Window,256.27877
,1.0,65.0,,39.0,None,False,Electricity,False,True,2020-01-06,White,Florian,False,Excellent,Good,Poor,Good,3.0,1.38,40.2,LLR30F Steel INW4 Window,181.34097
2.0,1.0,79.0,Urban,61.0,None,False,Gas,True,True,2021-09-16,White,Daniel,False,Excellent,Good,Excellent,Good,3.0,2.73,,DWJ Wood GQYVDCI Window,3756.042
3.0,3.0,107.0,Suburban,62.0,Poor,False,Electric,False,True,2023-09-01,Yellow,Maria,False,Excellent,Good,Excellent,Good,11.0,3.23,64.2,Aluminum 2B0ABDI Window,105.45938
1.0,1.0,73.0,Urban,19.0,None,,Oil,False,True,2021-08-13,Green,Maria,False,Poor,Good,Excellent,Excellent,3.0,1.74,115.2,DSXU Steel LO3PY Window,245.09008
1.0,1.0,44.0,Urban,39.0,Excellent,False,Electricity,False,False,2022-07-19,,Sabrina,False,Good,Good,Poor,Good,47.0,1.6,,D0P Steel B1JY Window,233.75944
1.0,1.0,21.0,Suburbann,66.0,Excellent,False,Oil,False,True,2021-03-15,Green,Laura,False,Poor,Poor,Good,Excellent,47.0,3.03,35.2,Aluminum 9P492T,93.12839
2.0,2.0,6518.0,Urban,71.0,None,False,Electricity,True,True,2024-01-11,,Andreas,False,Good,Poor,Poor,Excellent,3.0,1.82,,PD66A Wood KLD3,175.86457
,,57.0,Rural,55.0,Poor,,Oil Heating,False,True,2022-09-05,Yellow,Stefan,False,Poor,Excellent,Excellent,Good,11.0,3.4,,F6VPWJ Steel N9G Window,336.27718
,,31.0,Urban,37.0,Excellent,False,Oil,False,True,2023-01-19,,Florian,False,Excellent,Good,Excellent,Good,47.0,2.52,46.4,VSFC1MP Aluminum ROL5UHK Window,198.45581
1.0,1.0,30.0,Suburban,48.0,Excellent,False,Oil,True,True,2023-06-17,Yellow,Theresa,False,Good,Good,Good,Good,47.0,3.29,,OL0AG Wood IY3U Window,151.04144
2.0,2.0,74.0,Urban,66.0,None,True,Gas,False,True,2020-12-25,,,False,Good,Good,Good,Good,3.0,2.59,74.0,XDYW9DT Wood 9LMT Window,160.10654
3.0,1.0,113.0,Suburban,53.0,Good,False,Electricity,False,False,2022-08-10,Yellow,Natalie,False,Good,Good,Good,Excellent,15.0,4.44,69.0,0GY Steel 9Z3,141.95065
,1.0,25.0,Suburban,15.0,None,False,Electric,True,True,2021-11-05,Green,Martin,False,Excellent,Good,Poor,Good,3.0,3.24,14.4,OQ35KC Wood NIKZ,70.88552
,2.0,121.0,Rural,30.0,None,False,Oil Heating,False,True,2023-03-21,Gray,Martin,False,Good,Good,Excellent,Good,3.0,2.6,195.2,1E1A Aluminum IN3 Window,318.77608
1.0,2.0,98.0,Urban,,Good,,Electricity,True,True,2024-03-09,Yellow,Florian,False,Good,Good,Excellent,Good,15.0,3.09,58.8,RCMUQF Steel FZKQDC Window,271.31192
